Gene_Name,Expression_Score
UBR3,51.1666666667
WDR5B,100.0
GADD45A,100.0
AMN1,94.0
C13orf37,3.33333333333
TARSL2,50.3333333333
CDK2AP1,100.0
ENOSF1,97.1111111111
FGD2,46.380952381
PFKFB1,11.7777777778
HAPLN3,59.3333333333
NALCN,26.8888888889
NUCB1,100.0
KIAA0427,47.3333333333
CIAPIN1,96.0
LOC100130452,0.0
HSP90AB1,100.0
PTP4A1,80.0
ZSCAN29,100.0
PTP4A3,100.0
PTP4A2,100.0
VIPR2,3.33333333333
UBR4,25.0666666667
ZSCAN20,33.7777777778
ZSCAN21,94.6666666667
ZSCAN22,97.3333333333
ZSCAN23,30.3333333333
LOC100132735,5.33333333333
GPR3,0.0
TDRD9,69.3333333333
CD28,32.8888888889
TRHDE,32.0
C9orf29,1.66666666667
TDRD3,98.0
C9orf27,1.33333333333
MRPS5,77.8333333333
VIPR1,24.0
TDRD7,100.0
CALN1,7.55555555556
IFI30,100.0
CD24,99.0
ABHD8,0.666666666667
MYLIP,82.7777777778
AP3M2,98.3333333333
FAM133A,38.3333333333
ABHD2,98.3333333333
LOC200830,26.0
ABHD1,10.2222222222
ABHD6,55.0
PA2G4,100.0
ABHD4,71.0
BMP2,89.6666666667
TWF1,41.3333333333
NKIRAS2,100.0
WDR55,38.8888888889
HEMK1,52.3333333333
MBTPS2,53.3333333333
WDR52,78.6666666667
MBTPS1,98.6666666667
EIF4G3,92.0
FTSJD2,100.0
EIF4G1,100.0
SERHL2,9.66666666667
WDR59,51.3333333333
FAT3,38.2222222222
DR1,80.4
FAT1,100.0
GRB2,100.0
ULBP2,42.3333333333
ULBP3,0.0
GRB7,90.6666666667
BGLAP /// PMF1,90.6666666667
PSG6,23.1111111111
PSG7,1.33333333333
LOC644450,28.8888888889
PSG5,1.33333333333
PSG2,0.0
PSG3,19.5555555556
PSG1,22.0
HOXC9,22.0
KCND1,1.33333333333
PPP2CB,52.0
GABARAPL1 /// GABARAPL3,100.0
C9orf98,35.0
AKAP11,100.0
HOXC5,0.0
HOXC4,80.6666666667
HOXC6,86.6666666667
LOC100499221,14.6666666667
CD151,100.0
ZNF746,56.3333333333
KCND2,61.3333333333
SSU72,68.9333333333
HCST,100.0
LOC283624,1.33333333333
SLC38A11,42.0
EHD1,80.9333333333
FAM200A,68.8888888889
FAM200B,98.2222222222
SAP30BP,97.6666666667
C5orf62,100.0
UROC1,0.0
RUVBL2,66.6666666667
LOC100129309,0.0
ZSCAN5A,41.3333333333
CCNF,49.6666666667
HTRA1,100.0
OAS2,94.4444444444
COL27A1,48.9333333333
RBMX2,99.6666666667
PLEKHA9,92.0
DIRC3,0.0
DSG2,99.3333333333
HMBS,100.0
AGRN,49.8333333333
LSM7,100.0
OR1I1,51.3333333333
LOC728073,8.0
RAB6A /// RAB6C,100.0
C13orf39,4.0
POLR2E,100.0
POLR2D,99.3333333333
POLR2G,100.0
POLR2F,50.0
POLR2A,36.6666666667
MFSD7,25.6666666667
POLR2C,97.7777777778
POLR2B,91.1111111111
POLR2L,68.6666666667
AKR7A2,100.0
THOP1,100.0
POLR2I,100.0
POLR2H,100.0
F11R,93.3333333333
POLR2J,100.0
LOC150527 /// LOC646743,1.33333333333
TLK1,64.1111111111
TTTY1 /// TTTY1B,20.0
TLK2,63.1666666667
FAM47C,0.0
FAM47B,6.66666666667
USP54,100.0
USP53,97.0
USP51,65.6666666667
IGLJ3,91.6666666667
LOC338799,5.77777777778
ASCC3,93.3333333333
ASCC2,98.6666666667
LOC100506295,98.6666666667
1-Mar,98.6666666667
ZNF137P,88.6666666667
DSCAML1,16.0
GAMT,45.7777777778
CCDC109A,100.0
VBP1,100.0
TYRO3P,4.0
FAM120B,97.3333333333
FAM120C,63.6666666667
FAM120A,69.2592592593
LOC100499489,17.0
OXSM,100.0
MAPK14,83.8333333333
MAPK15,4.0
PEA15,100.0
MAPK10,49.3333333333
MAPK11,11.7777777778
MAPK12,0.0
MAPK13,100.0
DSG1,2.66666666667
FKSG2,50.0
GPR39,57.3333333333
HPGD,89.5
FZD1,86.3333333333
FZD2,97.3333333333
FZD3,94.5
FZD4,51.3333333333
FZD5,63.3333333333
FZD6,100.0
IQUB,4.66666666667
SNORD114-3,46.6666666667
CACNB2,33.6666666667
CACNB1,14.4444444444
CYP2B6,35.0
SLA,99.0
C10orf72,21.8888888889
C10orf71,8.0
C10orf76,83.7777777778
PRICKLE4 /// TOMM6,100.0
PCM1,85.5555555556
C10orf78,98.0
PHYH,100.0
LOC728613 /// PDCD6,100.0
ASH1L,96.6666666667
EIF3B,81.6666666667
HIST1H1T,6.66666666667
RPS5,100.0
DCBLD1,99.3333333333
ATP12A,18.6666666667
CTRB2,2.66666666667
PLCD4,6.0
USO1,100.0
PLCD3,0.666666666667
PLCD1,9.33333333333
LOC400960,35.619047619
HIST1H1E,78.0
OR8B8,1.33333333333
CSNK2A2,100.0
LOC400965,0.0
HIST1H1B,12.6666666667
HIST1H1C,100.0
ANKZF1,70.6666666667
LOC283516,2.66666666667
SOS2,65.8888888889
B3GALNT1,88.0
COMMD5,79.6666666667
TACC1,78.5555555556
TACC2,52.1666666667
TACC3,84.0
JDP2,74.3333333333
PICK1,8.66666666667
RAI2,83.3333333333
MRGPRX3,2.66666666667
CLEC4F,20.0
LPPR3,4.0
MRTO4,95.0
KIF20B,48.0
TMEM232,16.6666666667
MKI67,74.3333333333
CLEC4D,23.0
GNMT,1.33333333333
LPXN,99.6666666667
MCC,80.6666666667
CAB39,99.3333333333
D4S234E,21.5555555556
C17orf88,0.0
LCA5,78.8888888889
RPL3L,1.33333333333
C20orf141 /// LOC100288797,0.0
CLEC4A,90.0
ANKHD1,94.0
GNAT1,0.0
GNAT3,0.0
GNAT2,0.0
BCL2L15,62.8888888889
BCL2L14,6.66666666667
KCNQ1OT1,39.6666666667
FLJ37786,7.33333333333
BCL2L11,88.9523809524
BCL2L10,4.66666666667
BCL2L13,52.9333333333
BCL2L12,92.6666666667
LAMB2P1,54.0
TMIGD2,16.6666666667
ESCO1,100.0
IGLV1-44 /// LOC100290481,52.0
LOC729678,100.0
NUP43,82.3333333333
ZNF556,0.0
ZNF557,73.6666666667
C22orf13,100.0
ZNF555,56.6666666667
C22orf15,1.0
IL1R1,92.3333333333
ZNF550,53.3333333333
ZNF551,41.0
SCEL,64.3333333333
MSX1,27.6666666667
MSX2,23.1111111111
EIF3F,36.6666666667
SIN3B,90.4444444444
AQP12A /// AQP12B,50.0
ZNF558,100.0
ZNF559,98.6666666667
LOC100507008,8.0
ATP5C1,99.6666666667
ISYNA1,37.0
SHOX,0.0
GTF2H2,100.0
GTF2H1,95.3333333333
GTF2H5,54.6666666667
GTF2H4,100.0
TCTEX1D2,100.0
ALDH1B1,69.3333333333
TPTE2P1,10.3333333333
LOC100507675,3.33333333333
DEFB125,0.0
LOC100507670,9.33333333333
COX7A2L,100.0
PCDH8,22.0
PCDH9,44.0
DEFB124,0.0
RPL26L1,100.0
PRO1483,0.0
RPL39,100.0
TAB3,71.8333333333
BAT2L2,96.6666666667
RPL34,100.0
RPL35,100.0
RPL32,100.0
RPL30,100.0
RPL31,100.0
TARBP2,100.0
TARBP1,100.0
CACNG6,38.0
ABHD15,100.0
ATF5,40.1666666667
WHAMML1 /// WHAMML2,63.8333333333
HYDIN2,7.0
FLJ40292,0.0
ZNF286A,58.4444444444
PPCS,100.0
ATF2,81.7777777778
SMARCC2,92.0
LOC642852,63.2222222222
SMARCC1,99.6666666667
LOC400748,2.66666666667
LOC727916,45.3333333333
PPAP2A,100.0
BUB1B,98.0
SUMO1,99.1111111111
TMCO1,100.0
CTTNBP2,45.3333333333
SUMO2,100.0
TMCO4,43.6666666667
SUMO4,100.0
TMCO6,98.6666666667
TMCO7,23.3333333333
KIAA0317,37.3333333333
CTCFL /// HMGB1,100.0
PPWD1,100.0
ANKIB1,69.1111111111
HSF5,19.3333333333
ALPP /// ALPPL2,5.33333333333
LEF1,47.1111111111
PIP4K2A,92.0
EEF2K,100.0
LHX1,0.0
LHX2,3.33333333333
SDF4,100.0
LHX4,11.0
SDF2,100.0
BLOC1S1,100.0
LHX8,16.0
LHX9,14.1666666667
LOC100286909,100.0
MIB1,68.2222222222
PPP2R4,98.8888888889
LOC285074,100.0
SLC6A2,2.33333333333
TOR3A,96.3333333333
LOC113230,14.0
B3GALTL,90.6666666667
LOC100127950,0.666666666667
B3GALT4,98.6666666667
SLC38A4,19.0
B3GALT6,62.2222222222
SLC38A6,100.0
CTNNAL1,100.0
B3GALT1,3.33333333333
SLC38A3,0.0
LOC100128126,9.33333333333
TMEM184A,24.0
MDFIC,72.3333333333
SLC38A9,87.1111111111
KIAA0174,74.6666666667
FLJ20712,0.0
STK3,88.6666666667
STK4,89.0476190476
CSF3R,79.0
OCA2,13.3333333333
CXCL11,84.3333333333
CXCL10,97.3333333333
CXCL13,97.3333333333
RSU1,55.2
CXCL14,61.7777777778
CXCL17,97.3333333333
FLJ40434,14.0
OR13C4,0.333333333333
N4BP2L1,44.5833333333
UBE4A,100.0
C7orf54,90.6666666667
HCN1,4.33333333333
HCN3,24.6666666667
HCN2,0.666666666667
RAPGEF6,61.6666666667
LOC100506100,92.0
SNRNP25,100.0
SNRNP27,100.0
LOC100288778 /// WASH1 /// WASH2P /// WASH3P /// WASH7P,100.0
NTN1,18.8888888889
LOC152586,11.3333333333
YBX1,100.0
LOC100506629,10.0
RELL1,50.0
YBX2,24.6666666667
C3orf59,96.0
RAPGEF2,85.2
C3orf58,33.3333333333
NTN4,98.6666666667
H2BFS,100.0
LRIT1,0.0
POU5F1 /// POU5F1B /// POU5F1P3 /// POU5F1P4,36.6666666667
LOC100508657,0.666666666667
MIA3,99.5555555556
MRPL13,100.0
TP73,16.2222222222
GOLGA7B,18.6666666667
PTGDR,43.7777777778
RAB3GAP2,96.0
STIP1,100.0
LOC390595,7.33333333333
PLA2G15,94.6666666667
C16orf62,50.6666666667
CHIC2,100.0
PTAR1,98.4444444444
CHIC1,63.1111111111
FLJ34521,6.0
LOC644246,62.3333333333
DRP2,3.33333333333
RAB3GAP1,83.8333333333
PEPD,98.6666666667
UACA,92.3333333333
TBC1D23,100.0
MRPL18,100.0
ZIC4,21.6666666667
ZIC5,0.0
INGX,7.33333333333
TNFRSF9,53.0
ANKS6,43.5
MRPL19,94.4444444444
TNFRSF4,10.0
LOC100287401,40.0
TBC1D29,0.0
TBC1D28,0.0
C20orf152,5.0
C20orf151,2.66666666667
MED12,71.0
FUNDC2,71.3333333333
TBC1D2B,44.3333333333
GUCY2C,7.33333333333
GUCY2D,20.0
GUCY2F,0.0
SENP8,65.0
SENP7,89.0
FLJ32255,72.0
SENP5,80.2222222222
SENP3,93.7777777778
SENP2,98.2222222222
SENP1,96.0
SAMM50,50.0
LOC283682,6.33333333333
LOC283683,97.3333333333
C21orf56,88.0
SNPH,8.66666666667
PLA1A,78.6666666667
ING4,80.0
ING5,70.0
LOC283688,2.33333333333
C16orf68,76.6666666667
C21orf58,6.33333333333
ING1,90.8888888889
ING2,50.0
ING3,79.3333333333
NCRNA00202,11.3333333333
LOC100130654,0.0
F7,30.3333333333
NOTUM,26.6666666667
ZNF354C,37.3333333333
VASH1,50.5333333333
DCUN1D1,92.2857142857
KIAA1949,99.3333333333
ZNF354B,96.6666666667
LOC100509302,26.0
INS,0.0
BHLHE40,100.0
WDFY4,29.6666666667
WDFY3,92.0
WDFY2,88.3333333333
WDFY1,100.0
BHLHE41,52.0
ZNF815 /// ZNF890P,0.0
FLJ21408,3.33333333333
GFPT2,95.3333333333
ECHDC3,96.0
INA,14.0
ECHDC1,100.0
DYNC1LI1,100.0
ACP5,100.0
ACP6,100.0
ACP1,89.8333333333
SDCCAG8,93.7333333333
SNIP1,98.6666666667
GLA,100.0
TMPRSS15,34.0
SLC2A13,54.8
SLC2A12,37.6666666667
SLC2A11,84.6666666667
SDCCAG1,100.0
SLC2A10,98.6666666667
ANKRD35,78.0
ANKRD36,100.0
ANKRD37,49.0
ANKRD31,0.0
ANKRD32,92.3333333333
EFHC2,46.3333333333
DLX6-AS,18.0
PRKD3,94.2666666667
GLS,78.8333333333
ANKRD39,98.6666666667
BMS1P1 /// BMS1P5,86.6666666667
CDIPT,100.0
PHYHIPL,23.3333333333
NT5C3L,100.0
TMEM11,100.0
LOC550643,97.3333333333
TMEM17,48.3333333333
NCOA4,100.0
NCOA5,94.6666666667
PRAME,54.6666666667
LOC100128594,12.6666666667
TMEM18,86.6666666667
LOC643072,98.6666666667
FAM194A,0.0
ANKH,47.5238095238
BSN,0.0
CISH,67.1111111111
LCOR,100.0
MECR,95.3333333333
BSG,100.0
CTDNEP1,100.0
MAGI2,54.6666666667
P4HTM,100.0
BPIL3,0.0
RIF1,58.0833333333
LOC100507007,5.33333333333
ABCG1,99.3333333333
GSG2,73.3333333333
GSG1,0.0
ABCG2,82.6666666667
HNRPLL,89.8333333333
RFPL1S /// RFPL3S,16.6666666667
SLC27A5,7.0
PRDM12,0.0
SLC27A6,2.66666666667
PRAM1,12.0
SORT1,71.5555555556
SLC27A3,100.0
SLC27A2,88.0
ACPT,51.3333333333
SREK1,83.3333333333
ZNF639,69.3333333333
ZNF638,94.4
ACPP,33.0
KIAA0649,100.0
AK3,100.0
AK2,97.7777777778
AK1,68.0
PRDM11,7.66666666667
AK7,11.0
TBCB,100.0
TBCA,100.0
AK4,95.8333333333
NPNT,68.6666666667
TBC1D12,75.3333333333
ALOX5AP,100.0
OXTR,57.3333333333
MME,40.6666666667
SARS,95.7777777778
ACTR3B /// LOC100290215,88.6666666667
LOC100131298,4.33333333333
PABPN1,99.5555555556
AP1S1,98.4444444444
NCKAP1L,88.6666666667
RLBP1,0.0
SEMA3B,12.6666666667
LOC723809,32.0
HNF4A,4.13333333333
FLJ44054,10.0
TREH,0.0
GEN1,100.0
LOC646168,1.66666666667
ZNF496,48.0
ERF,51.3333333333
ERG,58.5
ZNF493,92.2222222222
HAND1,8.66666666667
HAND2,0.0
SH2D3C,37.3333333333
MACC1,89.3333333333
LOC643401,10.6666666667
RRP8,67.3333333333
ERH,100.0
PARM1,98.6666666667
EYA4,12.6666666667
HERPUD2,99.5555555556
LOC401176,0.0
RGAG1,2.66666666667
WDR88,0.666666666667
ABCC5,92.6666666667
CELP,6.66666666667
TMEM55A,89.3333333333
TMEM55B,100.0
MTTP,9.33333333333
MUSTN1 /// TMEM110,27.3333333333
NDNL2,100.0
RRP9,73.3333333333
SNCB,0.0
FCGRT,100.0
TRA2A,81.7333333333
TRA2B,76.6666666667
ITIH5L,0.0
ACER3,79.8666666667
SLC24A6,43.3333333333
NLGN4Y,11.0
PRSS12,47.0
FBN2,37.5555555556
FBN3,6.66666666667
NCR1,3.33333333333
FBN1,94.2222222222
ACER1,0.0
FLJ32790,1.33333333333
LOC729224,0.0
MEX3D,33.7777777778
APOBEC3F,15.3333333333
MEX3B,4.66666666667
MEX3C,29.7333333333
MEX3A,38.0
MGC2752,92.6666666667
SEC11C,100.0
LACTB2,100.0
AOAH,80.0
LOC100129461,63.3333333333
ENDOD1,100.0
BTRC,46.4
BAAT,11.3333333333
RNF122,14.6666666667
FXYD3,96.0
ITLN1,18.0
SCN1B,59.3333333333
IL17RA,83.1111111111
TPSD1,0.0
KCNQ1DN,0.0
APOL2,42.3333333333
PDE1A,57.7142857143
EEPD1,35.8333333333
SFTPD,92.0
CLCA3P,0.0
FRYL,73.8888888889
DEXI,100.0
SFTPB,96.8333333333
SFTPC,77.7333333333
IDI1,96.8888888889
IDI2,0.0
IPMK,42.6666666667
GRPEL2,82.0
IMPDH1,96.6666666667
CLIC6,93.6666666667
ZXDB,58.6666666667
ZXDC,72.7777777778
ZXDA,98.6666666667
TMEM185B,100.0
TMEM185A,100.0
UBXN10,38.4444444444
UBXN11,15.3333333333
DNTTIP1,100.0
DNTTIP2,100.0
SLC25A29,60.6666666667
UBLCP1,100.0
DEFA6,2.66666666667
LOC100507851 /// PRAMEF1 /// PRAMEF2,0.0
CXorf36,23.3333333333
SLC29A4,10.6666666667
DEFA5,4.0
DEFA4,22.0
ANKRD36B,100.0
MTMR9,98.2222222222
MTMR8,9.0
MTMR7,11.7777777778
MTMR6,82.3333333333
MTMR4,100.0
MTMR3,51.6666666667
MTMR2,96.2222222222
MTMR1,74.3333333333
C4orf44,38.6666666667
NAAA,98.0
TSC22D1,64.8888888889
LOC389906,62.8571428571
TSC22D2,41.8333333333
LOC100510692 /// NAIP,98.6666666667
TSC22D4,54.0
LOC349160,20.0
ANKRD30BL /// ANKRD30BP2,38.6666666667
FCHSD1,3.33333333333
FCHSD2,55.0
APOBEC3B,100.0
SV2A,29.3333333333
SNRPD3,100.0
LOC100509683,98.6666666667
FLJ45825,0.0
KIAA1161,39.6666666667
LOC220906,100.0
VAT1,100.0
TIMM23 /// TIMM23B,100.0
HIGD2A,100.0
TRAIP,1.33333333333
REXO1L1,0.0
UBA52,100.0
DND1,53.3333333333
TLL1,9.0
SFT2D1,62.2666666667
ASIP,2.0
CDK11A /// CDK11B,58.6666666667
CD2BP2,98.3333333333
MESDC2,41.7333333333
NOBOX,6.66666666667
NDUFC1,88.3333333333
GK /// GK3P,71.3333333333
CPB2,53.3333333333
GRASP,38.6666666667
KATNA1,100.0
EXOSC9,100.0
BCKDK,100.0
EXOSC2,72.6666666667
EXOSC3,47.8888888889
EXOSC1,66.0
EXOSC6,81.1111111111
EXOSC7,99.3333333333
EXOSC4,99.5555555556
LOC100288745,0.0
ADAMTSL2,2.0
ADAMTSL3,46.3333333333
PTGER2,83.3333333333
ADAMTSL1,4.0
ADAMTSL4,81.6666666667
RBBP5,100.0
TULP2,4.0
TULP3,80.3333333333
CYB561,97.8666666667
TULP1,2.66666666667
TULP4,70.4444444444
NCOR2,20.1333333333
NID2,94.6666666667
C6orf141,56.0
KPNA4,100.0
C6orf147,15.3333333333
C6orf146,12.0
C6orf145,54.6666666667
TACSTD2,26.6666666667
GTF2IRD2 /// GTF2IRD2B,64.0
YIPF6,100.0
KIN,94.6666666667
INCENP,2.0
FARP2,27.3333333333
EDAR,29.3333333333
FARP1,63.0
C9orf40,69.3333333333
C9orf41,80.0
C9orf43,12.6666666667
C9orf44,0.0
KIAA0895L,53.3333333333
C9orf46,100.0
C9orf47,3.0
AKR1B10,70.0
FCER1A,45.0
LOC340094,2.66666666667
LOC100132247 /// LOC348162 /// LOC613037 /// LOC728888 /// LOC729978 /// NPIPL2 /// NPIPL3,39.3333333333
VCPIP1,85.3333333333
LOC100507507,100.0
LOC100132288 /// LOC100233156 /// MAFIP,89.3333333333
SOSTDC1,32.0
CD93,97.6666666667
TMEM194B,13.3333333333
ERICH1 /// FLJ00290,68.6666666667
SNAP47,100.0
NPSA,3.33333333333
SARDH,2.33333333333
DEPDC6,62.0
DEPDC7,80.6666666667
DEPDC4,6.66666666667
DEPDC5,26.6666666667
KIAA1908,47.3333333333
EEF1E1,58.6666666667
FLJ46026,0.0
PSMB10,100.0
PAOX,45.6666666667
C9orf71,17.3333333333
SCYL2,100.0
SCYL3,99.3333333333
FLJ41757,86.6666666667
LOC100271836 /// LOC641298,100.0
STXBP1,99.3333333333
STXBP3,95.6666666667
STXBP2,61.6666666667
STXBP5,94.0
STXBP4,53.1666666667
TMEM133,97.3333333333
STXBP6,36.0
C14orf166B,0.0
ANKRD30BP2,29.3333333333
OSTM1,84.8333333333
SKP2,68.0
LOC100508225,1.33333333333
SKP1,100.0
S1PR3,49.3333333333
S1PR2,48.3333333333
S1PR1,96.0
NOC2L,73.6666666667
TMEM200A,97.3333333333
TMEM200C,37.0
TMEM200B,94.0
FANCG,86.6666666667
CFLAR,88.4102564103
FANCE,83.3333333333
HNRNPA1 /// HNRNPA1L2 /// HNRNPA1P10 /// HNRPA1P5 /// LOC642817,79.6666666667
FANCC,52.2222222222
RTCD1,70.2222222222
FANCA,35.6666666667
HNRNPAB,50.0
CCZ1,47.3333333333
FANCM,47.3333333333
FANCL,100.0
HAS1,1.33333333333
FANCI,88.0
GPN2,100.0
CA5B,5.0
CA5A,1.33333333333
KIAA1671,69.3333333333
ARSE,68.0
F13B,4.0
HNRNPA3,100.0
HNRNPA0,100.0
HNRNPA1,100.0
C12orf61,40.6666666667
MSH3,66.6666666667
LOC728554 /// THOC3,97.3333333333
LOC100507362,0.666666666667
CA8,25.6666666667
SLC18A3,0.0
BACE1,90.0
LY6G6D,4.0
HAP1,2.22222222222
MC5R,0.0
DKFZp434L192,0.0
C12orf66,81.5555555556
LOC642597,6.66666666667
TES,66.6666666667
LRRFIP1,77.4
LRRFIP2,74.8
DUS2L,61.0
IRS4,33.3333333333
LOC283140,56.6666666667
LOC283143,35.6666666667
IGLV2-18 /// IGLV3-19 /// LOC100290481,20.0
SLC45A3,36.3333333333
NAPRT1,46.0
IRS2,100.0
HOXA7,67.0
HOXA6,25.3333333333
CDK2,60.0
CDK3,53.0
HOXA3,48.0
HOXA2,40.0
HOXA1,30.0
CDK7,100.0
IGLL1,4.66666666667
CDK9,43.3333333333
POLR3E,71.8333333333
LPAR1,98.2222222222
HAPLN1,19.0
ARMCX5,89.0
LPAR4,33.3333333333
LPAR5,42.6666666667
DNPEP,92.4444444444
ARMCX4,44.2666666667
NEURL,14.0
CEP57,100.0
FAM188B,98.0
CEP55,97.3333333333
TIMM50,55.6666666667
LOC100131993,98.6666666667
SPECC1,30.8888888889
LIMS2,46.0
LIMS3,66.0
LIMS1,94.3333333333
ARMCX1,100.0
LOC440330,1.33333333333
HMGCL,100.0
RBMX,100.0
RERE,46.9333333333
RERG,84.6666666667
ZNF383,82.0
FLJ32063,2.66666666667
DMBX1,0.0
SUN2,100.0
SUN3,6.66666666667
RGL3,43.7777777778
SUN1,53.5555555556
PYCARD,98.6666666667
RGL4,0.666666666667
SUN5,2.0
HSPD1,59.7333333333
RUNDC2B /// RUNDC2C,0.0
MTX3,96.6666666667
MTX2,100.0
NFKBIL1,22.6666666667
LOC100130357,30.6666666667
MGAT4A,82.5
LOC728723,17.1666666667
LOC100130354,0.0
LOC100130353,9.33333333333
AMD1,100.0
PRKCI,89.1111111111
PRKCH,87.0
LIAS,97.3333333333
PRKCA,38.9333333333
ATP10A,27.1111111111
ATP10B,38.6666666667
PRKCB,50.6666666667
ATP10D,100.0
PRKCD,98.6666666667
PRKCG,0.666666666667
HIST1H3B,34.6666666667
HIST1H3C,1.33333333333
HIST1H3A,1.33333333333
SGSM3,95.3333333333
SGSM2,93.5555555556
SGSM1,14.6666666667
HIST1H3E,40.0
KRIT1,88.8333333333
HIST1H3H,56.0
HIST1H3I,0.666666666667
TPR,97.7333333333
SEC11A,100.0
CORT,13.3333333333
SLC6A20,26.0
MATK,36.0
ZG16,2.66666666667
PMF1,100.0
LOC100507255,53.3333333333
ATPAF2,51.0
BZW1,100.0
TM4SF4,15.3333333333
GLDN,49.0
LOC154761,90.0
FLJ90680,0.0
SCRIB,99.3333333333
TYMS,68.0
TYMP,99.3333333333
RPA4,81.3333333333
ZNF791,100.0
ZNF792,64.6666666667
ZNF793,57.3333333333
C15orf48,100.0
C1orf104,73.0
MUL1,67.3333333333
GLDC,28.6666666667
MGC16703,16.6666666667
C17orf61,100.0
WWP2,58.8333333333
WWP1,100.0
PCDHB7,84.0
DAPL1,18.0
C10orf90,5.55555555556
TPI1,98.2222222222
PPIL3,100.0
PPIL4,100.0
PPIL5,52.6666666667
PPIL6,40.4444444444
RPP21 /// TRIM39 /// TRIM39R,100.0
TARP /// TRGV3 /// TRGV5,0.0
LAMC3,5.0
LOC100286987,17.3333333333
PPP1R7,88.6666666667
TRGV5,5.33333333333
CCDC99,96.6666666667
PPP1R2,74.8333333333
CYP4F12,5.33333333333
KIAA0141,61.3333333333
CCDC96,26.0
CCDC97,43.5555555556
PPP1R8,100.0
CCDC92,100.0
CCDC93,83.0
ZNF570,38.6666666667
ZNF571,84.0
ZNF572,30.6666666667
LOC100288675,50.0
ZNF574,83.3333333333
C15orf42,8.66666666667
ZNF576,88.6666666667
ZNF577,57.3333333333
TRPV5,12.6666666667
ZNF579,79.3333333333
LOC100505764,6.66666666667
TRPV6,1.66666666667
TRPV1,49.3333333333
SETDB1,93.0
SETDB2,70.8888888889
TRPV2,51.6666666667
CTSH,100.0
ATPAF1,96.6666666667
IARS,100.0
CYP4V2,88.2222222222
LOC100505833,6.33333333333
CTSO,100.0
CTSA,100.0
CTSB,100.0
CTSC,97.6666666667
KCNAB1,27.6666666667
CTSE,94.0
CTSF,100.0
CTSG,12.0
RPL14,70.4444444444
RPL15,89.0
CTSZ,50.0
RPL17,99.6666666667
RPL10,72.5
RPL11,100.0
GPATCH8,100.0
RPL13,74.0
GPATCH4,48.6666666667
MIF,100.0
RPL18,88.0
GPATCH3,71.3333333333
CTSW,35.3333333333
CXCL1,98.0
NAA10,100.0
CXCL3,76.6666666667
PCYT1B,3.55555555556
CXCL5,45.7777777778
CXCL6,72.0
SYK,97.8333333333
PRMT5,100.0
SAA1 /// SAA2,33.3333333333
SORBS3,88.0
B4GALT4,100.0
LOC646627,9.33333333333
LOC646626,17.3333333333
SYP,0.0
RALGPS1,41.3333333333
LOC100287221,10.6666666667
PRRX1,96.6666666667
KIAA1310,49.1666666667
LOC100288679,0.0
LOC401233,71.3333333333
NDUFB8,99.3333333333
CSRP2BP,35.1111111111
HOXD1,43.0
EMD,100.0
RGR,0.444444444444
AVPR2,1.66666666667
EMB,100.0
LOC100133039,62.6666666667
EYA3,47.6666666667
PDZK1IP1,95.3333333333
FBLN2,30.6666666667
DPH3P1,3.33333333333
BECN1,78.6666666667
SPRNP1,14.6666666667
GJC1,52.0
MBL1P,6.0
RGN,84.0
ZNF826P,40.0
STIL,100.0
LOC285095,1.33333333333
PSMD8,100.0
ZNF580,60.0
DCTD,100.0
AFF3,17.1666666667
AFF2,4.66666666667
PDPN,49.6666666667
USP22,42.8333333333
GAB3,34.3333333333
SLCO4C1,92.0
CARD8,74.8333333333
USP21,96.6666666667
ALDH16A1,92.0
CARD6,90.0
THRSP,8.22222222222
ADAMTS5,81.6666666667
DHRS13,98.6666666667
KIAA0195,49.3333333333
KIAA0196,100.0
ERP27,98.6666666667
HMP19,1.33333333333
ERP29,100.0
PSMB8,100.0
PHKA1,94.3333333333
GCKR,8.66666666667
PHKA2,59.5555555556
UBA6,69.0
STAMBPL1,51.3333333333
PDP2,93.3333333333
UBA5,100.0
LOC100287808,0.0
UBA3,100.0
SMG5,57.3333333333
UBA1,69.0
PWP2,27.7777777778
PWP1,100.0
LOC100287807,8.66666666667
PHF20,81.7333333333
PHF23,100.0
RBX1,100.0
NAA16,98.3333333333
UBE2H,66.1111111111
ABCA12,62.6666666667
NAA15,60.7777777778
UBE2M,99.3333333333
FAM162A,86.0
FAM162B,97.3333333333
UBE2N,100.0
UBE2A,100.0
ZNF134,87.3333333333
UBE2C,100.0
UBE2B,83.1428571429
LOC100130548,26.0
UBE2F,80.3333333333
HSPBP1,88.0
UBE2Z,92.6666666667
FTH1P5,100.0
FGGY,74.0
LOC100509893,8.0
UBE2S,100.0
RPAIN,50.2857142857
TOP3A,49.7777777778
UBE2T,98.6666666667
UBE2W,77.0666666667
TOP3B,28.0
SOX13,68.6666666667
PIK3R5,46.4444444444
PTGFR,46.0
ARHGEF5,96.0
LIPT1,100.0
ARHGEF2,72.1666666667
LOC728825 /// SUMO2,100.0
ILK,100.0
RPRML,0.0
ARHGEF3,100.0
Gene Symbol,0.0
FOXO3,75.1666666667
NBR2,57.0
DYNLT3,100.0
LOC283335,2.66666666667
GCLM,99.1111111111
FLJ34503,0.0
LOC389247,4.66666666667
FGD5,71.0
EYA2,34.6666666667
C1orf85,99.1111111111
CPXM1,24.6666666667
PNO1,87.5555555556
CPXM2,38.2222222222
